CarID,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification
4597,Rear-wheel drive,Dodge 6.4L 8 Cylinder 470 hp 470 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,23,Automatic transmission
4598,Rear-wheel drive,Dodge 6.4L 8 Cylinder 470 hp 470 ft-lbs,TRUE,6,6 Speed Manual,14,Gasoline,23,Manual transmission
4599,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission
4600,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,20,Gasoline,31,Automatic transmission
4601,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,E85,21,Automatic transmission
4602,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,14,E85,21,Automatic transmission
4603,Front-wheel drive,Dodge 2.0L 4 Cylinder 158 hp 141  ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,32,Manual transmission
4604,Front-wheel drive,Dodge 2.0L 4 Cylinder 158 hp 141  ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,32,Manual transmission
4605,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,TRUE,5,5 Speed Manual,24,Gasoline,34,Manual transmission
4606,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,29,Automatic transmission
4607,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission
4608,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4609,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission
4610,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4611,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission
4612,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,22,Gasoline,33,Manual transmission
4613,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4614,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission
4615,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4616,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4617,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission
4618,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission
4619,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,TRUE,6,6 Speed Manual,21,Gasoline,31,Manual transmission
4620,All-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
4621,Front-wheel drive,Mazda 2.0L 4 Cylinder 155 hp 148 lb-ft,TRUE,6,6 Speed Manual,27,Gasoline,38,Manual transmission
4622,Front-wheel drive,Mazda 2.0L 4 Cylinder 155 hp 148 lb-ft,TRUE,6,6 Speed Automatic,28,Gasoline,39,Automatic transmission
4623,Front-wheel drive,Mazda 2.0L 4 Cylinder 155 hp 148 lb-ft,TRUE,6,6 Speed Automatic,28,Gasoline,39,Automatic transmission
4624,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,6,6 Speed Manual,20,Gasoline,28,Manual transmission
4625,Front-wheel drive,Mazda 2.5L 4 Cylinder 167 hp 168 ft-lbs,TRUE,5,5 Speed Automatic,22,Gasoline,29,Automatic transmission
4626,Front-wheel drive,Mazda 2.3L 4 Cylinder 263 hp 280 ft-lbs Turbo,TRUE,6,6 Speed Manual,18,Gasoline,25,Manual transmission
4627,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
4628,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission
4629,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission
4630,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission
4631,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
4632,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 158 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,28,Manual transmission
4633,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 158 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission
4634,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 158 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission
4635,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 158 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission
4636,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 158 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission
4637,Rear-wheel drive,Mazda 2.0L 4 Cylinder 167 hp 158 ft-lbs,TRUE,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission
4638,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission
4639,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission
4640,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,E85,18,Automatic transmission
4641,All-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission
4642,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,13,E85,18,Automatic transmission
4643,All-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission
4644,Front-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission
4645,All-wheel drive,Dodge 3.6L 6 Cylinder 283 hp 260 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,24,Automatic transmission
4646,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4647,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission
4648,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4649,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission
4650,Front-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4651,All-wheel drive,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,TRUE,6,6 Speed Automatic,16,Gasoline,22,Automatic transmission
4652,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Manual,25,Gasoline,34,Manual transmission
4653,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,36,Automatic transmission
4654,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,36,Automatic transmission
4655,Front-wheel drive,Kia 2.4L 4 Cylinder 173 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,32,Automatic transmission
4656,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,33,Manual transmission
4657,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,25,Gasoline,34,Automatic transmission
4658,Front-wheel drive,Kia 2.4L 4 Cylinder 173 hp 168 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,32,Manual transmission
4659,Front-wheel drive,Kia 2.4L 4 Cylinder 173 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,31,Automatic transmission
4660,Front-wheel drive,Kia 2.0L 4 Cylinder 156 hp 144 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,26,Gasoline,36,Automatic transmission
4661,Front-wheel drive,Kia 2.4L 4 Cylinder 173 hp 168 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,23,Gasoline,32,Automatic transmission
4662,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4663,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission
4664,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission
4665,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4666,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,35,Manual transmission
4667,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission
4668,Front-wheel drive,Kia 2.4L 4 Cylinder 200 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,35,Automatic transmission
4669,Front-wheel drive,Kia 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,34,Automatic transmission
4670,Front-wheel drive,Kia 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,34,Automatic transmission
4671,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Manual,30,Gasoline,40,Manual transmission
4672,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission
4673,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission
4674,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,30,Gasoline,40,Automatic transmission
4675,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Manual,27,Gasoline,35,Manual transmission
4676,Front-wheel drive,Kia 1.6L 4 Cylinder 138 hp 123 ft-lbs,TRUE,6,6 Speed Automatic,27,Gasoline,35,Automatic transmission
4677,Front-wheel drive,Kia 2.0L 4 Cylinder 164 hp 148 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,34,Manual transmission
4678,Front-wheel drive,Kia 2.0L 4 Cylinder 164 hp 148 ft-lbs,TRUE,6,6 Speed Automatic,26,Gasoline,34,Automatic transmission
4679,Front-wheel drive,Kia 2.0L 4 Cylinder 164 hp 148 ft-lbs,TRUE,6,6 Speed Automatic,26,Gasoline,34,Automatic transmission
4680,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,32,Manual transmission
4681,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,32,Manual transmission
4682,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission
4683,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission
4684,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,22,Gasoline,31,Automatic transmission
4685,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,31,Diesel fuel,43,Manual transmission
4686,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
4687,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
4688,Four-wheel drive,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission
4689,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,19,Diesel fuel,28,Automatic transmission
4690,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,19,Diesel fuel,28,Automatic transmission
4691,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,TRUE,8,8 Speed Automatic Select Shift,19,Diesel fuel,28,Automatic transmission
4692,Four-wheel drive,Volkswagen 3.0L 6 Cylinder 380 hp 425 ft-lbs Hybrid,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,24,Automatic transmission
4693,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4694,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4695,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4696,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4697,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission
4698,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission
4699,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission
4700,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission
4701,Front-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,17,Gasoline,24,Automatic transmission
4702,All-wheel drive,GMC 3.6L 6 Cylinder 288 hp 270 ft-lbs.,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission
4703,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission
4704,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission
4705,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission
4706,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission
4707,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission
4708,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission
4709,Front-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,22,Gasoline,32,Automatic transmission
4710,All-wheel drive,GMC 2.4L 4 Cylinder 182 hp 172 ft-lbs,TRUE,6,6 Speed Automatic,20,Gasoline,29,Automatic transmission
4711,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,18,Automatic transmission
4712,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,17,Automatic transmission
4713,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,18,Automatic transmission
4714,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,16,Gasoline,23,Automatic transmission
4715,Front-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,18,Automatic transmission
4716,All-wheel drive,GMC 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,TRUE,6,6 Speed Automatic,12,E85,17,Automatic transmission
4717,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
4718,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
4719,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission
4720,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission
4721,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
4722,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
4723,Rear-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
4724,Four-wheel drive,GMC 5.3L 8 Cylinder 320 hp 335 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission
4725,Rear-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,16,Automatic transmission
4726,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission
4727,Four-wheel drive,GMC 6.0L 8 Cylinder 352 hp 382 ft-lbs,TRUE,6,6 Speed Automatic,10,Gasoline,15,Automatic transmission
4728,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4729,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4730,Front-wheel drive,Honda 2.4L 4 Cylinder 201 hp 170 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,31,Manual transmission
4731,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission
4732,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,29,Gasoline,41,Automatic transmission
4733,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission
4734,Rear-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission
4735,Four-wheel drive,GMC 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission
4736,Four-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,12,E85,17,Automatic transmission
4737,Rear-wheel drive,Jeep 3.6L 6 Cylinder 290 hp 260 ft-lbs FFV,TRUE,5,5 Speed Automatic,17,Gasoline,23,Automatic transmission
4738,Four-wheel drive,Jeep 5.7L 8 Cylinder 360 hp 390 ft-lbs,TRUE,6,6 Speed Automatic,13,Gasoline,20,Automatic transmission
4739,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission
4740,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,21,Gasoline,30,Automatic transmission
4741,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,28,Automatic transmission
4742,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission
4743,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission
4744,Rear-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission
4745,All-wheel drive,GMC 5.3L 8 Cylinder 310 hp 334 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,17,Automatic transmission
4746,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,Gasoline,17,Automatic transmission
4747,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,Gasoline,16,Automatic transmission
4748,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission
4749,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,11,Automatic transmission
4750,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission
4751,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,11,Automatic transmission
4752,Rear-wheel drive,GMC 4.8L 8 Cylinder 280 hp 295 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,12,Automatic transmission
4753,Rear-wheel drive,GMC 6.0L 8 Cylinder 324 hp 373 ft-lbs FFV,TRUE,6,6 Speed Automatic,8,E85,11,Automatic transmission
4754,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission
4755,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4756,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission
4757,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4758,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Manual,28,Gasoline,36,Manual transmission
4759,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4760,Front-wheel drive,Honda 1.8L 4 Cylinder 140hp 128 ft-lbs,TRUE,5,5 Speed Automatic,28,Gasoline,39,Automatic transmission
4761,Front-wheel drive,Honda 2.4L 4 Cylinder 201 hp 170 ft-lbs,TRUE,6,6 Speed Manual,22,Gasoline,31,Manual transmission
4762,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,5,5 Speed Manual,23,Gasoline,33,Manual transmission
4763,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4764,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission
4765,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,24,Gasoline,31,Automatic transmission
4766,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,TRUE,6,6 Speed Manual,30,Diesel fuel,42,Manual transmission
4767,All-wheel drive,Volkswagen 2.0L 4 Cylinder 256 hp 243 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission
