CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width
4764,200,105,249
4765,200,105,249
4766,200,105,249
4767,180,115,242
4768,115,95,21
4769,142,179,90
4770,142,179,90
4771,142,179,90
4772,142,179,90
4773,142,179,90
4774,142,179,90
4775,180,97,5
4776,180,97,5
4777,180,97,5
4778,180,97,5
4779,168,2,62
4780,168,2,62
4781,168,2,62
4782,168,2,62
4783,168,2,62
4784,168,2,62
4785,193,251,49
4786,193,251,49
4787,193,251,49
4788,193,251,49
4789,193,251,49
4790,193,251,49
4791,193,251,49
4792,193,251,49
4793,193,251,49
4794,193,251,49
4795,193,212,151
4796,32,186,240
4797,42,186,240
4798,42,186,240
4799,49,186,240
4800,49,186,240
4801,11,141,44
4802,11,141,44
4803,11,141,44
4804,11,141,44
4805,11,141,44
4806,11,141,44
4807,11,141,44
4808,193,12,49
4809,193,12,49
4810,193,12,49
4811,193,12,49
4812,193,12,49
4813,193,12,49
4814,193,12,49
4815,193,12,49
4816,132,134,105
4817,142,179,90
4818,142,179,90
4819,247,200,105
4820,247,200,105
4821,132,134,105
4822,66,230,69
4823,175,251,49
4824,175,251,49
4825,175,19,97
4826,132,134,105
4827,180,115,242
4828,214,23,161
4829,214,23,161
4830,214,23,161
4831,214,23,161
4832,188,115,242
4833,188,115,242
4834,193,212,151
4835,193,212,151
4836,193,212,151
4837,193,212,151
4838,167,155,247
4839,167,155,247
4840,167,155,247
4841,167,155,247
4842,167,155,247
4843,167,155,247
4844,167,155,247
4845,167,155,247
4846,119,230,44
4847,119,230,44
4848,175,19,97
4849,175,19,97
4850,175,19,97
4851,175,19,97
4852,175,19,97
4853,175,19,97
4854,175,19,97
4855,188,115,242
4856,188,115,242
4857,160,62,221
4858,127,62,221
4859,127,62,221
4860,127,62,221
4861,127,62,221
4862,205,181,16
4863,205,181,16
4864,205,181,16
4865,193,12,49
4866,193,12,49
4867,34,41,79
4868,34,41,79
4869,34,41,79
4870,34,41,79
4871,34,41,79
4872,34,41,79
4873,34,41,79
4874,34,41,79
4875,34,41,79
4876,34,41,79
4877,132,225,118
4878,132,225,118
4879,132,225,118
4880,132,225,118
4881,132,225,118
4882,132,225,118
4883,132,225,118
4884,77,60,219
4885,77,60,219
4886,77,60,219
4887,34,41,79
4888,34,41,79
4889,66,230,69
4890,66,230,69
4891,66,230,69
4892,66,230,69
4893,66,230,69
4894,114,12,247
4895,114,12,247
4896,114,12,247
4897,114,12,247
4898,114,12,247
4899,114,12,247
4900,114,12,247
4901,114,12,247
4902,114,12,247
4903,114,12,247
4904,132,9,24
4905,132,9,24
4906,247,200,105
4907,247,200,105
4908,247,200,105
4909,247,200,105
4910,175,19,97
4911,175,19,97
4912,175,19,97
4913,66,230,69
4914,66,230,69
4915,66,230,69
4916,39,220,128
4917,39,220,128
4918,39,220,128
4919,135,23,214
4920,135,23,214
4921,135,23,214
4922,135,23,214
4923,135,23,214
4924,135,23,214
4925,135,23,214
4926,135,23,214
4927,135,23,214
4928,135,23,214
4929,135,23,214
4930,135,23,214
4931,64,29,217
4932,64,29,217
4933,64,29,217
4934,64,29,217
4935,64,29,217
4936,64,29,217
4937,64,29,217
4938,64,29,217
4939,85,106,166
4940,85,106,166
4941,85,106,166
4942,85,106,166
4943,104,12,247
4944,104,12,247
4945,104,12,247
4946,104,12,247
4947,91,12,247
4948,91,12,247
4949,111,7,11
4950,111,7,11
4951,252,167,108
4952,252,167,108
4953,252,167,108
4954,252,167,108
4955,247,200,105
4956,247,200,105
4957,183,40,67
4958,183,40,67
4959,183,40,67
4960,183,183,67
4961,183,40,67
4962,183,40,67
4963,183,40,67
4964,183,40,67
4965,183,40,67
4966,247,200,105
4967,247,200,105
4968,246,102,83
4969,246,102,83
4970,246,102,83
4971,246,102,83
4972,246,102,83
4973,175,109,55
4974,160,107,48
4975,160,107,48
4976,160,107,48
4977,160,107,48
4978,190,197,48
4979,60,23,203
4980,197,3,202
4981,185,62,203
4982,185,62,203
4983,185,62,203
4984,185,62,203
4985,185,62,203
4986,231,62,203
4987,226,126,29
4988,226,126,29
4989,226,126,29
4990,226,126,29
4991,226,126,29
4992,226,126,29
4993,185,245,46
4994,177,245,46
4995,144,57,8
4996,144,57,8
4997,132,172,29
4998,132,172,29
4999,132,172,29
5000,132,172,29
5001,203,63,24
5002,203,63,24
5003,203,63,24
5004,9,112,113
5005,9,112,113
5006,9,112,113
5007,9,112,113
5008,200,42,29
5009,200,42,29
5010,80,155,137
5011,80,155,137
5012,217,33,73
5013,217,33,73
5014,236,30,74
5015,236,30,74
5016,170,37,8
5017,170,37,8
5018,170,37,8
5019,170,37,8
5020,163,207,244
5021,163,207,244
5022,163,207,244
5023,163,207,244
5024,163,207,244
5025,163,207,244
5026,163,207,244
5027,163,207,244
5028,170,63,8
5029,170,63,8
5030,8,138,193
5031,8,138,193
5032,33,18,219
5033,69,39,219
5034,69,39,219
5035,236,30,74
5036,236,30,74
5037,157,37,244
5038,157,37,244
5039,157,37,244
5040,157,37,244
5041,157,37,244
5042,157,37,244
5043,165,212,41
5044,165,212,41
5045,28,64,135
5046,28,64,135
5047,28,64,135
5048,173,134,138
5049,173,134,138
5050,175,153,138
5051,175,153,138
5052,241,199,134
5053,196,173,209
5054,196,173,209
5055,191,39,209
5056,191,39,209
5057,114,239,203
5058,114,239,203
5059,244,8,158
5060,244,8,158
5061,244,8,158
5062,244,8,158
5063,201,33,219
5064,201,33,219
5065,201,33,219
5066,201,33,219
5067,201,33,219
5068,3,253,201
5069,3,253,201
5070,3,253,201
5071,3,253,201
5072,13,253,201
5073,141,249,108
5074,160,249,108
5075,200,210,110
5076,200,94,110
