CarID,Identification.Classification,Identification.ID,Identification.Make
4329,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed  292 hp,Ford
4330,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed FFV,Ford
4331,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed 4X4,Ford
4332,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed 292 hp 4X4,Ford
4333,Automatic transmission,2010 Ford F-150 XLT 8-ft. Bed FFV 4X4,Ford
4334,Automatic transmission,2010 Ford F-150 XLT SuperCab 6.5-ft. Bed,Ford
4335,Automatic transmission,2010 Ford F-150 XL SuperCrew 5.5-ft. Bed 4X4,Ford
4336,Automatic transmission,2010 Ford F-150 XL SuperCrew 6.5-ft. Bed,Ford
4337,Automatic transmission,2010 Ford F-150 XLT SuperCab 6.5-ft. Bed FFV 4X4,Ford
4338,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed,Ford
4339,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed  FFV,Ford
4340,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed 4X4,Ford
4341,Automatic transmission,2010 Ford F-150 XLT SuperCab 8-ft. Bed FFV 4X4,Ford
4342,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed,Ford
4343,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed  FFV,Ford
4344,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed 4X4,Ford
4345,Automatic transmission,2010 Ford F-150 XLT SuperCrew 5.5-ft. Bed FFV 4X4,Ford
4346,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed,Ford
4347,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV,Ford
4348,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed 4X4,Ford
4349,Automatic transmission,2010 Ford F-150 XLT SuperCrew 6.5-ft. Bed FFV 4X4,Ford
4350,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HA 2WD,GMC
4351,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HB 2WD,GMC
4352,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HA 4WD,GMC
4353,Automatic transmission,2011 GMC Sierra 1500 Hybrid 3HB 4WD,GMC
4354,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HA 2WD,GMC
4355,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HB 2WD,GMC
4356,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HA 4WD,GMC
4357,Automatic transmission,2010 GMC Sierra 1500 Hybrid 3HB 4WD,GMC
4358,Automatic transmission,2011 Ford F-150 Lariat Limited SuperCrew 5.5-ft. Bed 4X4,Ford
4359,Manual transmission,2011 Aston Martin DB9 Volante Special Edition,Aston Martin
4360,Automatic transmission,2011 BMW 528i Sedan,BMW
4361,Automatic transmission,2011 BMW 535i xDrive Sedan,BMW
4362,Automatic transmission,2011 BMW 550i xDrive Sedan,BMW
4363,Manual transmission,2010 Mercedes-Benz C300 Sport,Mercedes
4364,Automatic transmission,2010 Mercedes-Benz C300 Sport AT,Mercedes
4365,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x2,Dodge
4366,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 310 hp 4x2,Dodge
4367,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x2,Dodge
4368,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 4x4,Dodge
4369,Automatic transmission,2011 Dodge Ram 1500 ST Regular Cab 8'' box 390 hp 4x4,Dodge
4370,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x2,Dodge
4371,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x2,Dodge
4372,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 4x4,Dodge
4373,Automatic transmission,2011 Dodge Ram 1500 SLT Regular Cab 8'' box 390 hp 4x4,Dodge
4374,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x2,Dodge
4375,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 390 hp 4x2,Dodge
4376,Automatic transmission,2011 Dodge Ram 1500 Tradesman Regular Cab 8'' Box 4x4,Dodge
4377,Manual transmission,2012 BMW 128i Convertible,BMW Motorrad
4378,Automatic transmission,2012 BMW 128i Convertible AT,BMW Motorrad
4379,Manual transmission,2012 BMW 135i Convertible,BMW
4380,Manual transmission,2012 BMW 128i Coup,BMW Motorrad
4381,Automatic transmission,2012 BMW 128i Coup AT,BMW Motorrad
4382,Manual transmission,2012 BMW 135i Coup,BMW
4383,Automatic transmission,2012 BMW 135i Coup AT,BMW
4384,Manual transmission,2012 BMW 328i Sports Wagon,BMW Motorrad
4385,Automatic transmission,2012 BMW 328i Sports Wagon AT,BMW Motorrad
4386,Manual transmission,2012 BMW 328i xDrive Sports Wagon,BMW Motorrad
4387,Automatic transmission,2012 BMW 328i xDrive Sports Wagon AT,BMW Motorrad
4388,Manual transmission,2012 Ford Focus SE 5-Door,Ford
4389,Automatic transmission,2012 Ford Focus SE 5-Door AT,Ford
4390,Automatic transmission,2012 Ford Focus SEL 5-Door,Ford
4391,Automatic transmission,2012 Ford Focus Titanium 5-Door,Ford
4392,Manual transmission,2012 Nissan 370Z Roadster Touring,Nissan
4393,Automatic transmission,2012 Nissan 370Z Roadster,Nissan
4394,Automatic transmission,2012 Nissan 370Z Roadster Touring AT,Nissan
4395,Manual transmission,2012 Nissan 370Z Coupe Touring,Nissan
4396,Manual transmission,2012 Nissan 370Z Coupe NISMO,Nissan
4397,Manual transmission,2012 Nissan 370Z Coupe,Nissan
4398,Automatic transmission,2012 Nissan 370Z Coupe Touring AT,Nissan
4399,Automatic transmission,2012 Nissan 370Z Coupe AT,Nissan
4400,Manual transmission,2012 Nissan JUKE SV MT,Nissan
4401,Manual transmission,2012 Nissan JUKE SL MT,Nissan
4402,Manual transmission,2012 Hyundai Veloster,Hyundai
4403,Automatic transmission,2012 Hyundai Equus Signature,Hyundai
4404,Automatic transmission,2012 Hyundai Equus Ultimate,Hyundai
4405,Automatic transmission,2012 Hyundai Santa Fe Limited 3.5 AWD,Hyundai
4406,Automatic transmission,2012 Hyundai Santa Fe GLS 3.5 AWD,Hyundai
4407,Automatic transmission,2012 Hyundai Santa Fe Limited,Hyundai
4408,Automatic transmission,2012 Hyundai Santa Fe SE AWD,Hyundai
4409,Automatic transmission,2012 Hyundai Santa Fe SE,Hyundai
4410,Automatic transmission,2012 Hyundai Santa Fe Limited 3.5,Hyundai
4411,Automatic transmission,2012 Hyundai Santa Fe GLS,Hyundai
4412,Automatic transmission,2012 Hyundai Santa Fe GLS 3.5,Hyundai
4413,Automatic transmission,2012 Hyundai Santa Fe GLS AWD,Hyundai
4414,Automatic transmission,2012 Ford Expedition XL,Ford
4415,Automatic transmission,2012 Ford Expedition XLT,Ford
4416,Automatic transmission,2012 Ford Expedition Limited,Ford
4417,Automatic transmission,2012 Ford Expedition King Ranch,Ford
4418,Automatic transmission,2012 Ford Expedition XL EL,Ford
4419,Automatic transmission,2012 Ford Expedition XLT EL,Ford
4420,Automatic transmission,2012 Ford Expedition Limited EL,Ford
4421,Automatic transmission,2012 Ford Expedition King Ranch EL,Ford
4422,Automatic transmission,2012 Ford Expedition XL 4x4,Ford
4423,Automatic transmission,2012 Ford Expedition XLT 4x4,Ford
4424,Automatic transmission,2012 Ford Expedition Limited 4x4,Ford
4425,Automatic transmission,2012 Ford Expedition King Ranch 4x4,Ford
4426,Automatic transmission,2012 Ford Expedition XL EL 4x4,Ford
4427,Automatic transmission,2012 Ford Expedition XLT EL 4x4,Ford
4428,Automatic transmission,2012 Ford Expedition Limited EL 4x4,Ford
4429,Automatic transmission,2012 Ford Expedition King Ranch EL 4x4,Ford
4430,Automatic transmission,2012 Nissan Xterra X,Nissan
4431,Automatic transmission,2012 Nissan Xterra X 4X4,Nissan
4432,Automatic transmission,2012 Nissan Xterra S,Nissan
4433,Manual transmission,2012 Nissan Xterra S 4X4,Nissan
4434,Automatic transmission,2012 Nissan Xterra S 4X4 AT,Nissan
4435,Manual transmission,2012 Nissan Xterra Pro-4X,Nissan
4436,Automatic transmission,2012 Nissan Xterra Pro-4X AT,Nissan
4437,Automatic transmission,2012 Nissan Pathfinder S,Nissan
4438,Automatic transmission,2012 Nissan Pathfinder S 4x4,Nissan
4439,Automatic transmission,2012 Nissan Pathfinder SV,Nissan
4440,Automatic transmission,2012 Nissan Pathfinder SV 4x4,Nissan
4441,Automatic transmission,2012 Nissan Pathfinder Silver Edition,Nissan
4442,Automatic transmission,2012 Nissan Pathfinder Silver Edition 4x4,Nissan
4443,Automatic transmission,2012 Nissan Pathfinder LE,Nissan
4444,Automatic transmission,2012 Nissan Pathfinder LE 4x4,Nissan
4445,Automatic transmission,2012 Nissan Pathfinder LE V8,Nissan
4446,Automatic transmission,2012 Hyundai Veracruz GLS,Hyundai
4447,Automatic transmission,2012 Hyundai Veracruz GLS AWD,Hyundai
4448,Automatic transmission,2012 Hyundai Veracruz Limited AWD,Hyundai
4449,Automatic transmission,2012 Hyundai Veracruz Limited,Hyundai
4450,Automatic transmission,2012 Infiniti G25,Infiniti
4451,Automatic transmission,2012 Infiniti G25 Journey,Infiniti
4452,Automatic transmission,2012 Infiniti G25x AWD,Infiniti
4453,Automatic transmission,2012 Infiniti G37 Sedan Journey,Infiniti
4454,Automatic transmission,2012 Infiniti G37x Sedan AWD,Infiniti
4455,Manual transmission,2012 Infiniti G37 Sedan Sport 6MT,Infiniti
4456,Automatic transmission,2012 Infiniti G37 Coupe,Infiniti
4457,Automatic transmission,2012 Infiniti G37 Coupe Journey,Infiniti
4458,Automatic transmission,2012 Infiniti G37x Coupe AWD,Infiniti
4459,Manual transmission,2012 Infiniti G37 Coupe Sport 6MT,Infiniti
4460,Manual transmission,2012 Volvo C30 R-Design,Volvo
4461,Manual transmission,2012 Volvo C30 T5,Volvo
4462,Manual transmission,2012 Jeep Compass Sport 4x4,Jeep
4463,Manual transmission,2012 Jeep Compass Sport 4x2,Jeep
4464,Automatic transmission,2012 Nissan Armada SV,Nissan
4465,Automatic transmission,2012 Nissan Armada SV FFV,Nissan
4466,Automatic transmission,2012 Nissan Armada SV 4x4,Nissan
4467,Automatic transmission,2012 Nissan Armada SV 4x4 FFV,Nissan
4468,Automatic transmission,2012 Nissan Armada SL,Nissan
4469,Automatic transmission,2012 Nissan Armada SL FFV,Nissan
4470,Automatic transmission,2012 Nissan Armada SL 4x4,Nissan
4471,Automatic transmission,2012 Nissan Armada SL 4x4 FFV,Nissan
4472,Automatic transmission,2012 Nissan Armada Platinum,Nissan
4473,Automatic transmission,2012 Nissan Armada SL FFV,Nissan
4474,Automatic transmission,2012 Nissan Armada Platinum 4x4,Nissan
4475,Automatic transmission,2012 Nissan Armada Platinum 4x4 FFV,Nissan
4476,Automatic transmission,2012 Lexus IS 250 RWD,Lexus
4477,Automatic transmission,2012 Lexus IS 250 AWD,Lexus
4478,Manual transmission,2012 Lexus IS 250 RWD MT,Lexus
4479,Automatic transmission,2012 Lexus IS 350 RWD,Lexus
4480,Automatic transmission,2012 Lexus IS 350 AWD,Lexus
4481,Automatic transmission,2012 Lexus IS 350 C RWD,Lexus
4482,Manual transmission,2012 Lexus IS 250 C RWD MT,Lexus
4483,Automatic transmission,2012 Lexus IS 250 C RWD,Lexus
4484,Automatic transmission,2012 Lexus IS F,Lexus
4485,Automatic transmission,2012 Lexus ES 350,Lexus
4486,Automatic transmission,2012 Lexus LS 460,Lexus
4487,Automatic transmission,2012 Lexus LS 460 AWD,Lexus
4488,Automatic transmission,2012 Lexus LS 460 L,Lexus
4489,Automatic transmission,2012 Lexus LS 460 L AWD,Lexus
4490,Automatic transmission,2012 Toyota Sienna,Toyota
4491,Automatic transmission,2012 Toyota Sienna V6,Toyota
4492,Automatic transmission,2012 Toyota Sienna LE,Toyota
4493,Automatic transmission,2012 Toyota Sienna LE V6,Toyota
4494,Automatic transmission,2012 Toyota Sienna LE V6 AWD,Toyota
4495,Automatic transmission,2012 Toyota Sienna LE Mobility Auto Access,Toyota
4496,Automatic transmission,2012 Toyota Sienna SE,Toyota
4497,Automatic transmission,2012 Toyota Sienna XLE,Toyota
4498,Automatic transmission,2012 Toyota Sienna XLE AWD,Toyota
4499,Automatic transmission,2012 Toyota Sienna XLE Mobility Auto Access,Toyota
4500,Automatic transmission,2012 Toyota Sienna Limited,Toyota
4501,Automatic transmission,2012 Toyota Sienna Limited AWD,Toyota
4502,Automatic transmission,2012 Audi A5 Cabriolet 2.0 T Quattro,Audi
4503,Automatic transmission,2012 Audi A8 L,Audi
4504,Automatic transmission,2012 Audi A8,Audi
4505,Automatic transmission,2012 Audi A8 W12,Audi
4506,Manual transmission,2012 Audi TT RS,Audi
4507,Manual transmission,2012 Honda Accord LX Sedan,Honda
4508,Automatic transmission,2012 Honda Accord LX Sedan AT,Honda
4509,Automatic transmission,2012 Honda Accord LX-P Sedan,Honda
4510,Automatic transmission,2012 Honda Accord SE Sedan,Honda
4511,Manual transmission,2012 Honda Accord EX Sedan,Honda
4512,Automatic transmission,2012 Honda Accord EX Sedan AT,Honda
4513,Automatic transmission,2012 Honda Accord EX-L V-6 Sedan,Honda
4514,Automatic transmission,2012 Honda Accord EX-L Sedan,Honda
4515,Automatic transmission,2012 Honda Accord EX V-6 Sedan,Honda
4516,Manual transmission,2012 Honda Accord LX-S Coupe,Honda
4517,Automatic transmission,2012 Honda Accord LX-S Coupe AT,Honda
4518,Automatic transmission,2012 Lexus RX 350 AWD,Lexus
4519,Automatic transmission,2012 Lexus RX 350 FWD,Lexus
4520,Manual transmission,2012 Honda Accord EX Coupe,Honda
4521,Automatic transmission,2012 Honda Accord EX Coupe AT,Honda
4522,Automatic transmission,2012 Honda Accord EX-L Coupe,Honda
4523,Manual transmission,2012 Honda Accord EX-L V6 Coupe,Honda
4524,Automatic transmission,2012 Honda Accord EX-L V6 Coupe AT,Honda
4525,Automatic transmission,2012 Infiniti G37 Convertible,Infiniti
4526,Manual transmission,2012 Infiniti G37 Convertible Sport 6MT,Infiniti
4527,Automatic transmission,2012 Infiniti IPL G Coupe,Infiniti
4528,Manual transmission,2012 Infiniti IPL G Coupe 6MT,Infiniti
4529,Automatic transmission,2012 Lexus LFA,Lexus
4530,Automatic transmission,2012 Infiniti EX35,Infiniti
4531,Automatic transmission,2012 Infiniti EX35 AWD,Infiniti
4532,Automatic transmission,2012 Infiniti EX35 Journey,Infiniti
4533,Automatic transmission,2012 Infiniti EX35 Journey AWD,Infiniti
4534,Automatic transmission,2012 Infiniti FX35,Infiniti
4535,Automatic transmission,2012 Infiniti FX35 AWD,Infiniti
4536,Automatic transmission,2012 Infiniti FX50 AWD,Infiniti
4537,Automatic transmission,2012 Infiniti QX56 2WD,Infiniti
4538,Automatic transmission,2012 Infiniti QX56 4WD,Infiniti
4539,Automatic transmission,2012 Dodge Durango SXT,Dodge
4540,Automatic transmission,2012 Dodge Durango SXT AWD,Dodge
4541,Automatic transmission,2012 Dodge Durango Crew,Dodge
4542,Automatic transmission,2012 Dodge Durango Crew V8,Dodge
4543,Automatic transmission,2012 Dodge Durango Crew AWD,Dodge
4544,Automatic transmission,2012 Dodge Durango Crew V8 AWD,Dodge
4545,Automatic transmission,2012 Dodge Durango R/T,Dodge
4546,Automatic transmission,2012 Dodge Durango R/T AWD,Dodge
4547,Automatic transmission,2012 Dodge Durango Citadel,Dodge
4548,Automatic transmission,2012 Dodge Durango Citadel V8,Dodge
4549,Automatic transmission,2012 Dodge Durango Citadel AWD,Dodge
4550,Automatic transmission,2012 Dodge Durango Citadel AWD V8,Dodge
4551,Automatic transmission,2012 Grand Cherokee SRT8 4x4,Grand Cherokee
4552,Automatic transmission,2012 Grand Cherokee Laredo 4x2,Grand Cherokee
4553,Automatic transmission,2012 Grand Cherokee Limited 4x2,Grand Cherokee
4554,Automatic transmission,2012 Grand Cherokee Laredo X 4x2,Grand Cherokee
4555,Automatic transmission,2012 Grand Cherokee Limited 4x4,Grand Cherokee
4556,Automatic transmission,2012 Grand Cherokee Overland Summit 4x4,Grand Cherokee
4557,Automatic transmission,2012 Grand Cherokee Laredo 4x4,Grand Cherokee
4558,Automatic transmission,2012 Grand Cherokee Overland Summit 4x2,Grand Cherokee
4559,Automatic transmission,2012 Grand Cherokee Laredo X 4x4,Grand Cherokee
4560,Automatic transmission,2012 Toyota 4Runner SR5,Toyota
4561,Automatic transmission,2012 Toyota 4Runner SR5 4x4,Toyota
4562,Automatic transmission,2012 Toyota 4Runner Trail,Toyota
4563,Automatic transmission,2012 Toyota 4Runner Limited,Toyota
4564,Automatic transmission,2012 Toyota 4Runner Limited 4x4,Toyota
4565,Manual transmission,2012 Mazda Mazda2 Sport,Mazda
4566,Manual transmission,2012 Mazda Mazda2 Touring,Mazda
4567,Automatic transmission,2012 Mazda Mazda2 Sport AT,Mazda
4568,Automatic transmission,2012 Mazda Mazda2 Touring AT,Mazda
4569,Automatic transmission,2012 Toyota Sequoia SR5,Toyota
4570,Automatic transmission,2012 Toyota Sequoia SR5 5.7L,Toyota
4571,Automatic transmission,2012 Toyota Sequoia SR5 4WD,Toyota
4572,Automatic transmission,2012 Toyota Sequoia SR5 5.7L 4WD,Toyota
4573,Automatic transmission,2012 Toyota Sequoia SR5 FFV,Toyota
4574,Automatic transmission,2012 Toyota Sequoia Limited,Toyota
4575,Automatic transmission,2012 Toyota Sequoia Limited 4WD,Toyota
4576,Automatic transmission,2012 Toyota Sequoia Limited FFV,Toyota
4577,Manual transmission,2012 Mazda Mazda3 4-Door i SV,Mazda
4578,Manual transmission,2012 Mazda Mazda3 4-Door i Sport,Mazda
4579,Automatic transmission,2012 Mazda Mazda3 4-Door i Sport AT,Mazda
4580,Manual transmission,2012 Mazda Mazda3 4-Door i Touring,Mazda
4581,Automatic transmission,2012 Mazda Mazda3 4-Door i Touring AT,Mazda
4582,Automatic transmission,2012 Mazda Mazda3 4-Door i Grand Touring,Mazda
4583,Manual transmission,2012 Mazda Mazda3 4-Door s Grand Touring,Mazda
4584,Automatic transmission,2012 Mazda Mazda3 4-Door s Grand Touring AT,Mazda
4585,Automatic transmission,2012 Dodge Charger R/T,Dodge
4586,Automatic transmission,2012 Dodge Charger R/T AWD,Dodge
4587,Manual transmission,2012 Volkswagen Tiguan S,Volkswagen
4588,Automatic transmission,2012 Volkswagen Tiguan S AT,Volkswagen
4589,Automatic transmission,2012 Volkswagen Tiguan S 4Motion,Volkswagen
4590,Automatic transmission,2012 Volkswagen Tiguan SE,Volkswagen
4591,Automatic transmission,2012 Volkswagen Tiguan SE 4Motion,Volkswagen
4592,Automatic transmission,2012 Volkswagen Tiguan SEL,Volkswagen
4593,Automatic transmission,2012 Volkswagen Tiguan SEL 4Motion,Volkswagen
4594,Automatic transmission,2012 Dodge Challenger SXT,Dodge
4595,Automatic transmission,2012 Dodge Challenger R/T,Dodge
4596,Manual transmission,2012 Dodge Challenger R/T AT,Dodge
4597,Automatic transmission,2012 Dodge Challenger SRT8 392,Dodge
4598,Manual transmission,2012 Dodge Challenger SRT8 392 AT,Dodge
4599,Automatic transmission,2012 Dodge Avenger SE,Dodge
4600,Automatic transmission,2012 Dodge Avenger SXT,Dodge
4601,Automatic transmission,2012 Dodge Avenger SXT Plus,Dodge
4602,Automatic transmission,2012 Dodge Avenger R/T,Dodge
4603,Manual transmission,2012 Dodge Caliber SE,Dodge
4604,Manual transmission,2012 Dodge Caliber SXT Plus,Dodge
4605,Manual transmission,2012 Volkswagen Jetta S,Volkswagen
4606,Automatic transmission,2012 Volkswagen Jetta S AT,Volkswagen
4607,Manual transmission,2012 Volkswagen Jetta SE,Volkswagen
4608,Automatic transmission,2012 Volkswagen Jetta SE AT,Volkswagen
4609,Manual transmission,2012 Volkswagen Jetta SEL,Volkswagen
4610,Automatic transmission,2012 Volkswagen Jetta SEL AT,Volkswagen
4611,Manual transmission,2012 Volkswagen Jetta TDI,Volkswagen
4612,Manual transmission,2012 Volkswagen Jetta GLI,Volkswagen
4613,Automatic transmission,2012 Volkswagen Jetta SEL AT,Volkswagen
4614,Manual transmission,2012 Volkswagen Jetta SportWagen S,Volkswagen
4615,Automatic transmission,2012 Volkswagen Jetta SportWagen S AT,Volkswagen
4616,Automatic transmission,2012 Volkswagen Jetta SportWagen SE,Volkswagen
4617,Manual transmission,2012 Volkswagen Jetta SportWagen TDI,Volkswagen
4618,Manual transmission,2012 Volkswagen CC Sport,Volkswagen
4619,Manual transmission,2012 Volkswagen CC R-Line,Volkswagen
4620,Automatic transmission,2012 Volkswagen CC VR6 4Motion Executive,Volkswagen
4621,Manual transmission,2012 Mazda Mazda3 5-Door i Touring,Mazda
4622,Automatic transmission,2012 Mazda Mazda3 5-Door i Touring AT,Mazda
4623,Automatic transmission,2012 Mazda Mazda3 5-Door i Grand Touring,Mazda
4624,Manual transmission,2012 Mazda Mazda3 5-Door s Grand Touring,Mazda
4625,Automatic transmission,2012 Mazda Mazda3 5-Door s Grand Touring AT,Mazda
4626,Manual transmission,2012 Mazda Mazdaspeed3 Touring,Mazda
4627,Automatic transmission,2012 Dodge Grand Caravan American Value Package,Dodge
4628,Automatic transmission,2012 Dodge Grand Caravan SE,Dodge
4629,Automatic transmission,2012 Dodge Grand Caravan SXT,Dodge
4630,Automatic transmission,2012 Dodge Grand Caravan Crew,Dodge
4631,Automatic transmission,2012 Dodge Grand Caravan R/T,Dodge
4632,Manual transmission,2012 Mazda MX-5 Miata Sport,Mazda
4633,Automatic transmission,2012 Mazda MX-5 Miata Sport AT,Mazda
4634,Manual transmission,2012 Mazda MX-5 Miata Touring,Mazda
4635,Automatic transmission,2012 Mazda MX-5 Miata Touring AT,Mazda
4636,Manual transmission,2012 Mazda MX-5 Miata Grand Touring,Mazda
4637,Automatic transmission,2012 Mazda MX-5 Miata Grand Touring AT,Mazda
4638,Automatic transmission,2012 Dodge Journey American Value Package,Dodge
4639,Automatic transmission,2012 Dodge Journey SE,Dodge
4640,Automatic transmission,2012 Dodge Journey SXT,Dodge
4641,Automatic transmission,2012 Dodge Journey SXT AWD,Dodge
4642,Automatic transmission,2012 Dodge Journey Crew,Dodge
4643,Automatic transmission,2012 Dodge Journey Crew AWD,Dodge
4644,Automatic transmission,2012 Dodge Journey R/T,Dodge
4645,Automatic transmission,2012 Dodge Journey R/T AWD,Dodge
4646,Automatic transmission,2012 Mazda CX-9 Sport,Mazda
4647,Automatic transmission,2012 Mazda CX-9 Sport AWD,Mazda
4648,Automatic transmission,2012 Mazda CX-9 Touring,Mazda
4649,Automatic transmission,2012 Mazda CX-9 Touring AWD,Mazda
4650,Automatic transmission,2012 Mazda CX-9 Grand Touring,Mazda
4651,Automatic transmission,2012 Mazda CX-9 Grand Touring AWD,Mazda
4652,Manual transmission,2012 Kia Forte LX,Kia
4653,Automatic transmission,2012 Kia Forte LX AT,Kia
4654,Automatic transmission,2012 Kia Forte EX,Kia
4655,Automatic transmission,2012 Kia Forte SX,Kia
4656,Manual transmission,2012 Kia Forte Koup EX,Kia
4657,Automatic transmission,2012 Kia Forte Koup EX AT,Kia
4658,Manual transmission,2012 Kia Forte Koup SX,Kia
4659,Automatic transmission,2012 Kia Forte Koup SX AT,Kia
4660,Automatic transmission,2012 Kia Forte 5-Door EX,Kia
4661,Automatic transmission,2012 Kia Forte 5-Door SX,Kia
4662,Automatic transmission,2012 Honda Civic DX Sedan AT,Honda
4663,Manual transmission,2012 Honda Civic DX Sedan,Honda
4664,Manual transmission,2012 Honda Civic LX Sedan,Honda
4665,Automatic transmission,2012 Honda Civic LX Sedan AT,Honda
4666,Manual transmission,2012 Kia Optima LX,Kia
4667,Automatic transmission,2012 Kia Optima LX AT,Kia
4668,Automatic transmission,2012 Kia Optima EX,Kia
4669,Automatic transmission,2012 Kia Optima EX Turbo,Kia
4670,Automatic transmission,2012 Kia Optima SX,Kia
4671,Manual transmission,2012 Kia Rio 5-Door LX,Kia
4672,Automatic transmission,2012 Kia Rio 5-Door LX AT,Kia
4673,Automatic transmission,2012 Kia Rio 5-Door EX,Kia
4674,Automatic transmission,2012 Kia Rio 5-Door SX,Kia
4675,Manual transmission,2012 Kia Soul,Kia
4676,Automatic transmission,2012 Kia Soul AT,Kia
4677,Manual transmission,2012 Kia Soul +,Kia
4678,Automatic transmission,2012 Kia Soul + AT,Kia
4679,Automatic transmission,2012 Kia Soul !,Kia
4680,Manual transmission,2012 Volkswagen Passat 2.5L S,Volkswagen
4681,Manual transmission,2012 Volkswagen Passat 2.5L SE,Volkswagen
4682,Automatic transmission,2012 Volkswagen Passat 2.5L SE AT,Volkswagen
4683,Automatic transmission,2012 Volkswagen Passat 2.5L SEL,Volkswagen
4684,Automatic transmission,2012 Volkswagen Passat 2.5L SEL Premium,Volkswagen
4685,Manual transmission,2012 Volkswagen Passat TDI SE,Volkswagen
4686,Automatic transmission,2012 Volkswagen Touareg V6 Sport,Volkswagen
4687,Automatic transmission,2012 Volkswagen Touareg V6 Lux,Volkswagen
4688,Automatic transmission,2012 Volkswagen Touareg V6 Executive,Volkswagen
4689,Automatic transmission,2012 Volkswagen Touareg TDI Sport,Volkswagen
4690,Automatic transmission,2012 Volkswagen Touareg TDI Lux,Volkswagen
4691,Automatic transmission,2012 Volkswagen Touareg TDI Executive,Volkswagen
4692,Automatic transmission,2012 Volkswagen Touareg Hybrid,Volkswagen
4693,Automatic transmission,2012 GMC Acadia SL,GMC
4694,Automatic transmission,2012 GMC Acadia SLE,GMC
4695,Automatic transmission,2012 GMC Acadia SLT1,GMC
4696,Automatic transmission,2012 GMC Acadia SLT2,GMC
4697,Automatic transmission,2012 GMC Acadia SL AWD,GMC
4698,Automatic transmission,2012 GMC Acadia SLE AWD,GMC
4699,Automatic transmission,2012 GMC Acadia SLT1 AWD,GMC
4700,Automatic transmission,2012 GMC Acadia SLT2 AWD,GMC
4701,Automatic transmission,2012 GMC Acadia Denali,GMC
4702,Automatic transmission,2012 GMC Acadia Denali AWD,GMC
4703,Automatic transmission,2012 GMC Terrain SLE-1,GMC
4704,Automatic transmission,2012 GMC Terrain SLE-1 AWD,GMC
4705,Automatic transmission,2012 GMC Terrain SLE-2,GMC
4706,Automatic transmission,2012 GMC Terrain SLE-2 AWD,GMC
4707,Automatic transmission,2012 GMC Terrain SLT-1,GMC
4708,Automatic transmission,2012 GMC Terrain SLT-1 AWD,GMC
4709,Automatic transmission,2012 GMC Terrain SLT-2,GMC
4710,Automatic transmission,2012 GMC Terrain SLT-2 AWD,GMC
4711,Automatic transmission,2012 GMC Terrain SLE-2 264 hp,GMC
4712,Automatic transmission,2012 GMC Terrain SLE-2 264 hp AWD,GMC
4713,Automatic transmission,2012 GMC Terrain SLT-1 264 hp,GMC
4714,Automatic transmission,2012 GMC Terrain SLT-1 264 hp AWD,GMC
4715,Automatic transmission,2012 GMC Terrain SLT-2 264 hp,GMC
4716,Automatic transmission,2012 GMC Terrain SLT-2 264 hp AWD,GMC
4717,Automatic transmission,2012 GMC Yukon SLE,GMC
4718,Automatic transmission,2012 GMC Yukon SLE 4WD,GMC
4719,Automatic transmission,2012 GMC Yukon SLT,GMC
4720,Automatic transmission,2012 GMC Yukon SLT 4WD,GMC
4721,Automatic transmission,2012 GMC Yukon XL SLE 1500,GMC
4722,Automatic transmission,2012 GMC Yukon XL SLE 1500 4WD,GMC
4723,Automatic transmission,2012 GMC Yukon XL SLT 1500,GMC
